SampleID,SampleName,U_(ppm),±_U_(ppm),Th_(ppm),±_Th_(ppm),Sm_(ppm),±_Sm_(ppm),He_(nmol/g),±_He_(nmol/g),Th/U,eU_(ppm),U_(ng),±_U_(ng),Th_(ng),±_Th_(ng),Sm_(ng),±_Sm_(ng),He_(ncc),±_He_(ncc),He_(ncc/g),±_He_(ncc/g),U_(nmol),±_U_(nmol),Th_(nmol),±_Th_(nmol),Sm_(nmol),±_Sm_(nmol),He_(nmol),±_He_(nmol),U_(nmol/g),±_U_(nmol/g),Th_(nmol/g),±_Th_(nmol/g),Sm_(nmol/g),±_Sm_(nmol/g)
22.0163,BOI-002,10.86,0.11,5.19,0.10,,,0.26,0.01,0.48,12.08,,,,,,,,,,,,,,,,,,,,,,,,
22.0164,BOI-002,29.12,0.26,86.58,0.93,,,0.48,0.00,2.97,49.47,,,,,,,,,,,,,,,,,,,,,,,,
22.0165,BOI-002,23.99,0.20,16.07,0.26,,,0.36,0.00,0.67,27.76,,,,,,,,,,,,,,,,,,,,,,,,
22.0166,BOI-004,15.62,0.15,26.18,0.34,,,0.06,0.00,1.68,21.78,,,,,,,,,,,,,,,,,,,,,,,,
22.0167,BOI-004,8.65,0.16,15.82,0.27,,,0.08,0.00,1.83,12.37,,,,,,,,,,,,,,,,,,,,,,,,
22.0168,BOI-004,8.66,0.17,16.14,0.29,,,0.05,0.00,1.86,12.46,,,,,,,,,,,,,,,,,,,,,,,,
22.0169,BOI-004,15.91,0.17,19.64,0.29,,,0.06,0.00,1.23,20.53,,,,,,,,,,,,,,,,,,,,,,,,
22.017,BOI-004,13.36,0.16,22.33,0.31,,,0.07,0.00,1.67,18.61,,,,,,,,,,,,,,,,,,,,,,,,
22.0171,BOI-013,3.24,0.05,2.53,0.05,,,0.15,0.01,0.78,3.84,,,,,,,,,,,,,,,,,,,,,,,,
22.0172,BOI-013,3.03,0.05,3.89,0.07,,,0.15,0.01,1.28,3.95,,,,,,,,,,,,,,,,,,,,,,,,
22.0173,BOI-013,2.96,0.06,3.99,0.08,,,0.16,0.00,1.35,3.90,,,,,,,,,,,,,,,,,,,,,,,,
22.0174,BOI-014,10.09,0.08,58.83,0.48,,,1.11,0.04,5.83,23.92,,,,,,,,,,,,,,,,,,,,,,,,
22.0175,BOI-014,7.18,0.11,45.27,0.48,,,0.66,0.01,6.30,17.82,,,,,,,,,,,,,,,,,,,,,,,,
22.0176,BOI-014,8.18,0.10,54.57,0.53,,,0.97,0.02,6.67,21.01,,,,,,,,,,,,,,,,,,,,,,,,
22.0177,BOI-014,9.42,0.11,54.39,0.53,,,0.96,0.02,5.77,22.21,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.0001,ARIX2-A,10.10,,4.50,,,,0.12,,0.45,11.16,,,,,,,,,,,,,,,,,,,,,,,,
23.0002,ARIX2-B,21.20,,3.40,,,,0.18,,0.16,22.00,,,,,,,,,,,,,,,,,,,,,,,,
23.0003,ARIX2-C,17.20,,7.20,,,,0.19,,0.42,18.89,,,,,,,,,,,,,,,,,,,,,,,,
23.0004,ARIX2-D,10.40,,7.60,,,,0.18,,0.73,12.19,,,,,,,,,,,,,,,,,,,,,,,,
23.0005,ARIX2-E,15.60,,3.70,,,,0.15,,0.24,16.47,,,,,,,,,,,,,,,,,,,,,,,,
23.0006,ARIX2-F,13.40,,4.70,,,,0.13,,0.35,14.50,,,,,,,,,,,,,,,,,,,,,,,,
23.0007,JABU1-A,7.50,,4.90,,,,0.14,,0.65,8.65,,,,,,,,,,,,,,,,,,,,,,,,
23.0008,JABU1-B,5.20,,3.60,,,,0.10,,0.69,6.05,,,,,,,,,,,,,,,,,,,,,,,,
23.0009,JABU1-C,4.30,,3.80,,,,0.12,,0.88,5.19,,,,,,,,,,,,,,,,,,,,,,,,
23.001,JABU1-D,5.60,,3.70,,,,0.12,,0.66,6.47,,,,,,,,,,,,,,,,,,,,,,,,
23.0011,JABU1-E,6.10,,3.80,,,,0.13,,0.62,6.99,,,,,,,,,,,,,,,,,,,,,,,,
23.0012,JABU1-F,6.00,,4.10,,,,0.13,,0.68,6.96,,,,,,,,,,,,,,,,,,,,,,,,
23.0013,JIC-A,14.70,,8.30,,,,0.08,,0.56,16.65,,,,,,,,,,,,,,,,,,,,,,,,
23.0014,JIC-B,13.80,,6.50,,,,0.41,,0.47,15.33,,,,,,,,,,,,,,,,,,,,,,,,
23.0015,JIC-C,12.80,,4.90,,,,0.19,,0.38,13.95,,,,,,,,,,,,,,,,,,,,,,,,
23.0016,JIC-D,5.60,,51.50,,,,0.25,,9.20,17.70,,,,,,,,,,,,,,,,,,,,,,,,
23.0017,JIC-E,5.70,,60.10,,,,0.32,,10.54,19.82,,,,,,,,,,,,,,,,,,,,,,,,
23.0018,JIC-F,7.70,,104.40,,,,0.69,,13.56,32.23,,,,,,,,,,,,,,,,,,,,,,,,
23.0019,JIC-G,4.90,,88.20,,,,0.22,,18.00,25.63,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.0001,B1AG-1,,,,,,,,,7.68,0.32,0.11,2.00,0.88,1.50,,,0.52,1.10,,,,,,,,,,,,,,,,
24.0002,B1AG-2,,,,,,,,,7.76,0.22,0.08,2.00,0.61,1.50,,,0.36,1.10,,,,,,,,,,,,,,,,
24.0003,B1AG-3,,,,,,,,,7.72,0.39,0.14,2.60,1.07,2.20,,,0.62,1.00,,,,,,,,,,,,,,,,
24.0004,B1AG-4,,,,,,,,,9.44,0.54,0.17,2.00,1.59,1.50,,,1.36,0.90,,,,,,,,,,,,,,,,
24.0005,B1AG-5,,,,,,,,,10.17,0.72,0.21,2.00,2.15,1.50,,,1.81,0.90,,,,,,,,,,,,,,,,
24.0006,B1AG-6,,,,,,,,,10.76,0.61,0.17,2.00,1.87,1.50,,,1.42,0.90,,,,,,,,,,,,,,,,
24.0007,C6G-1,,,,,,,,,8.36,0.22,0.08,2.60,0.63,2.20,,,0.40,1.10,,,,,,,,,,,,,,,,
24.0008,C6G-2,,,,,,,,,8.72,0.30,0.10,2.10,0.85,1.50,,,0.60,1.00,,,,,,,,,,,,,,,,
24.0009,C6G-3,,,,,,,,,7.57,0.23,0.08,2.10,0.61,1.50,,,0.62,1.00,,,,,,,,,,,,,,,,
24.001,C6G-4,,,,,,,,,7.80,0.32,0.11,2.00,0.88,1.50,,,0.63,1.00,,,,,,,,,,,,,,,,
24.0011,C6G-5,,,,,,,,,9.86,0.19,0.06,2.50,0.56,2.20,,,0.40,1.20,,,,,,,,,,,,,,,,
24.0012,C6G-6,,,,,,,,,7.36,0.29,0.11,2.10,0.78,1.50,,,0.60,1.00,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.0001,Capao L1,3.84,0.06,0.47,0.03,,,4.34,0.16,0.12,3.95,,,,,,,,,,,,,,,,,,,,,,,,
25.0002,Capao L1,3.08,0.07,0.37,0.04,,,3.74,0.08,0.12,3.17,,,,,,,,,,,,,,,,,,,,,,,,
25.0003,Capao L1,3.36,0.06,0.44,0.03,,,4.07,0.13,0.13,3.47,,,,,,,,,,,,,,,,,,,,,,,,
25.0004,Capao L1,4.34,0.05,0.48,0.02,,,6.19,0.30,0.11,4.45,,,,,,,,,,,,,,,,,,,,,,,,
25.0005,Capao L1,5.96,0.06,0.69,0.03,,,9.14,0.35,0.12,6.12,,,,,,,,,,,,,,,,,,,,,,,,
25.0006,Capao L1,3.75,0.04,0.41,0.02,,,5.83,0.36,0.11,3.85,,,,,,,,,,,,,,,,,,,,,,,,
25.0007,Capao L1,6.26,0.07,0.73,0.03,,,10.81,0.41,0.12,6.43,,,,,,,,,,,,,,,,,,,,,,,,
25.0008,Capao L1,5.46,0.06,0.62,0.03,,,9.24,0.36,0.11,5.60,,,,,,,,,,,,,,,,,,,,,,,,
25.0009,Capao L2,5.50,0.09,0.62,0.04,,,8.50,0.19,0.11,5.64,,,,,,,,,,,,,,,,,,,,,,,,
25.001,Capao L2,5.18,0.09,0.59,0.04,,,8.06,0.17,0.11,5.32,,,,,,,,,,,,,,,,,,,,,,,,
25.0011,Capao L2,5.70,0.08,0.63,0.03,,,9.03,0.27,0.11,5.85,,,,,,,,,,,,,,,,,,,,,,,,
25.0012,Capao L2,5.33,0.09,0.63,0.04,,,8.69,0.20,0.12,5.48,,,,,,,,,,,,,,,,,,,,,,,,
25.0013,Capao L2,5.59,0.07,0.59,0.03,,,8.88,0.29,0.10,5.73,,,,,,,,,,,,,,,,,,,,,,,,
25.0014,Capão L4,5.06,0.06,0.46,0.02,,,7.94,0.32,0.09,5.16,,,,,,,,,,,,,,,,,,,,,,,,
25.0015,Capão L4,3.07,0.04,0.27,0.02,,,4.86,0.26,0.09,3.14,,,,,,,,,,,,,,,,,,,,,,,,
25.0016,Capão L4,4.04,0.05,0.37,0.02,,,6.46,0.26,0.09,4.13,,,,,,,,,,,,,,,,,,,,,,,,
25.0017,Capao L4,3.44,0.07,0.32,0.03,,,5.64,0.14,0.09,3.51,,,,,,,,,,,,,,,,,,,,,,,,
25.0018,Capao L4,3.56,0.06,0.33,0.03,,,5.85,0.17,0.09,3.64,,,,,,,,,,,,,,,,,,,,,,,,
25.0019,Capao L4,4.70,0.06,0.40,0.02,,,7.81,0.28,0.09,4.80,,,,,,,,,,,,,,,,,,,,,,,,
25.002,Capao L4,3.70,0.06,0.38,0.03,,,6.23,0.18,0.10,3.79,,,,,,,,,,,,,,,,,,,,,,,,
25.0021,Capao L5,2.37,0.06,0.11,0.03,,,2.75,0.06,0.05,2.40,,,,,,,,,,,,,,,,,,,,,,,,
25.0022,Capão L5,2.16,0.03,0.06,0.01,,,2.55,0.16,0.03,2.17,,,,,,,,,,,,,,,,,,,,,,,,
25.0023,Capao L5,1.69,0.04,0.07,0.03,,,2.07,0.05,0.04,1.70,,,,,,,,,,,,,,,,,,,,,,,,
25.0024,Capão L5,1.85,0.03,0.04,0.01,,,2.30,0.13,0.02,1.86,,,,,,,,,,,,,,,,,,,,,,,,
25.0025,Capao L5,2.25,0.04,0.07,0.01,,,2.92,0.16,0.03,2.26,,,,,,,,,,,,,,,,,,,,,,,,
25.0026,Capao L5,1.56,0.03,0.03,0.02,,,2.15,0.09,0.02,1.56,,,,,,,,,,,,,,,,,,,,,,,,
25.0027,Capao L5,1.85,0.04,0.08,0.02,,,2.75,0.13,0.04,1.87,,,,,,,,,,,,,,,,,,,,,,,,
25.0028,Win 01B,8.10,0.06,0.08,0.02,,,9.47,0.39,0.01,8.12,,,,,,,,,,,,,,,,,,,,,,,,
25.0029,Win 01B,8.04,0.08,0.07,0.02,,,9.08,0.29,0.01,8.06,,,,,,,,,,,,,,,,,,,,,,,,
25.003,Win 01B,7.94,0.06,0.04,0.02,,,8.97,0.37,0.01,7.95,,,,,,,,,,,,,,,,,,,,,,,,
25.0031,Win 01B,7.94,0.09,0.18,0.03,,,9.03,0.24,0.02,7.98,,,,,,,,,,,,,,,,,,,,,,,,
25.0032,Win 01B,7.85,0.09,0.09,0.03,,,8.17,0.21,0.01,7.87,,,,,,,,,,,,,,,,,,,,,,,,
25.0033,Roy L5,3.18,0.06,0.21,0.02,,,1.18,0.04,0.07,3.23,,,,,,,,,,,,,,,,,,,,,,,,
25.0034,Roy L5,3.24,0.06,0.30,0.03,,,1.22,0.03,0.09,3.31,,,,,,,,,,,,,,,,,,,,,,,,
25.0035,Roy L6,3.66,0.06,0.12,0.02,,,1.59,0.06,0.03,3.69,,,,,,,,,,,,,,,,,,,,,,,,
25.0036,Roy L6,3.52,0.07,0.13,0.03,,,1.52,0.03,0.04,3.55,,,,,,,,,,,,,,,,,,,,,,,,
25.0037,WIN 03A(b),150.48,,8.96,,,,31.34,,0.06,152.58,,,,,,,,,,,,,,,,,,,,,,,,
25.0038,WIN 03A(c),150.53,,2.71,,,,31.13,,0.02,151.17,,,,,,,,,,,,,,,,,,,,,,,,
25.0039,WIN 03A(d),317.35,,18.24,,,,64.61,,0.06,321.64,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.0001,14BK-11-A,1.70,,0.02,,,,,,0.01,1.70,,,,,,,,,1517,30,,,,,,,,,,,,,,
26.0002,14BK-11-B,1.90,,0.23,,,,,,0.12,1.95,,,,,,,,,1892,38,,,,,,,,,,,,,,
26.0003,14MN-TAM-A,1.10,,0.02,,,,,,0.02,1.10,,,,,,,,,1039,21,,,,,,,,,,,,,,
26.0004,14MN-TAM-B,0.70,,0.02,,,,,,0.03,0.70,,,,,,,,,671,13,,,,,,,,,,,,,,
26.0005,14MN-TAM-C,1.10,,0.04,,,,,,0.04,1.11,,,,,,,,,984,20,,,,,,,,,,,,,,
26.0006,14OU03-1,2.30,,0.02,,,,,,0.01,2.30,,,,,,,,,230,5,,,,,,,,,,,,,,
26.0007,14OU03-2,1.90,,0.06,,,,,,0.03,1.91,,,,,,,,,202,4,,,,,,,,,,,,,,
26.0008,14OU03-3,3.80,,0.05,,,,,,0.01,3.81,,,,,,,,,400,8,,,,,,,,,,,,,,
26.0009,13OULI-A,1.80,,0.02,,,,,,0.01,1.80,,,,,,,,,149,3,,,,,,,,,,,,,,
26.001,13OULI-B,1.90,,0.03,,,,,,0.02,1.91,,,,,,,,,120,2,,,,,,,,,,,,,,
26.0011,13OULI-C,1.80,,0.03,,,,,,0.02,1.81,,,,,,,,,129,3,,,,,,,,,,,,,,
26.0012,140B-02-A,6.70,,1.08,,,,,,0.16,6.95,,,,,,,,,547,11,,,,,,,,,,,,,,
26.0013,140B-02-B,2.80,,0.34,,,,,,0.12,2.88,,,,,,,,,359,7,,,,,,,,,,,,,,
26.0014,140B-02-C,4.70,,0.86,,,,,,0.18,4.90,,,,,,,,,332,7,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.0001,25450-1,,,,,,,,,0.13,,0.08,2.80,0.01,2.50,,,0.08,3.30,,,,,,,,,,,,,,,,
27.0002,25450-2,,,,,,,,,0.07,,0.11,2.20,0.01,5.70,,,0.15,2.70,,,,,,,,,,,,,,,,
27.0003,25450-3,,,,,,,,,0.10,,0.12,2.20,0.01,4.20,,,0.18,2.60,,,,,,,,,,,,,,,,
27.0004,25450-4,,,,,,,,,0.05,,0.11,2.30,0.01,8.30,,,0.16,2.70,,,,,,,,,,,,,,,,
27.0005,25450-5,,,,,,,,,0.05,,0.06,2.80,0.00,2.50,,,0.09,3.00,,,,,,,,,,,,,,,,
27.0006,25451-A-1,,,,,,,,,0.58,,0.33,2.30,0.19,1.70,,,0.63,2.50,,,,,,,,,,,,,,,,
27.0007,25451-A-2,,,,,,,,,0.85,,0.42,2.20,0.36,1.70,,,0.85,2.50,,,,,,,,,,,,,,,,
27.0008,25451-A-3,,,,,,,,,0.66,,0.68,2.20,0.45,1.70,,,1.31,2.50,,,,,,,,,,,,,,,,
27.0009,25451-A-4,,,,,,,,,1.02,,0.69,2.80,0.70,2.50,,,1.48,2.40,,,,,,,,,,,,,,,,
27.001,25451-A-5,,,,,,,,,1.01,,0.67,2.30,0.68,1.70,,,1.46,2.50,,,,,,,,,,,,,,,,
27.0011,25451-B-1,,,,,,,,,0.13,,0.42,2.30,0.05,2.00,,,0.94,2.50,,,,,,,,,,,,,,,,
27.0012,25451-B-2,,,,,,,,,0.41,,0.25,2.20,0.10,1.80,,,0.64,2.50,,,,,,,,,,,,,,,,
27.0013,25451-B-3,,,,,,,,,0.14,,0.23,2.80,0.03,2.60,,,0.56,2.60,,,,,,,,,,,,,,,,
27.0014,25451-B-4,,,,,,,,,0.32,,0.36,2.20,0.12,1.80,,,0.92,2.50,,,,,,,,,,,,,,,,
27.0015,25451-B-5,,,,,,,,,0.12,,0.41,2.30,0.05,2.00,,,0.90,2.50,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.0001,NA-18-08_P01(a),1.09,0.02,20.93,0.34,0.33,0.03,0.08,0.01,19.20,6.01,,,,,,,,,,,,,,,,,,,,,,,,
28.0002,NA-18-08_P01(b),0.54,0.01,21.49,0.23,0.40,0.03,0.10,0.01,39.80,5.59,,,,,,,,,,,,,,,,,,,,,,,,
28.0003,NA-18-08_P01(c),1.50,0.03,23.84,0.48,5.46,0.21,0.14,0.01,15.89,7.10,,,,,,,,,,,,,,,,,,,,,,,,
28.0004,NA-18-08_P01,0.77,0.02,20.46,0.38,0.30,0.04,0.07,0.00,26.57,5.58,,,,,,,,,,,,,,,,,,,,,,,,
28.0005,NA-18-08_P02(a),1.28,0.02,25.42,0.39,0.39,0.02,0.10,0.01,19.86,7.25,,,,,,,,,,,,,,,,,,,,,,,,
28.0006,NA-18-08_P02(b),0.78,0.02,20.66,0.38,0.34,0.02,0.08,0.01,26.49,5.64,,,,,,,,,,,,,,,,,,,,,,,,
28.0007,NA-18-08_P02(c),1.16,0.04,24.25,0.73,0.40,0.03,0.09,0.00,20.91,6.86,,,,,,,,,,,,,,,,,,,,,,,,
28.0008,NA-18-08_P04(a),2.13,0.04,38.61,0.64,0.74,0.05,0.13,0.01,18.13,11.20,,,,,,,,,,,,,,,,,,,,,,,,
28.0009,NA-18-08_P04(b),2.13,0.04,42.40,0.77,0.61,0.04,0.14,0.01,19.91,12.09,,,,,,,,,,,,,,,,,,,,,,,,
28.001,NA-18-08_P04,1.38,0.03,30.64,0.59,0.39,0.06,0.13,0.01,22.20,8.58,,,,,,,,,,,,,,,,,,,,,,,,
28.0011,NA-18-08_P05,1.98,0.03,29.29,0.44,0.41,0.04,0.09,0.01,14.79,8.86,,,,,,,,,,,,,,,,,,,,,,,,
28.0012,NA-18-08_P05,1.62,0.03,28.71,0.49,0.36,0.03,0.09,0.01,17.72,8.37,,,,,,,,,,,,,,,,,,,,,,,,
28.0013,NA-18-08_P05,0.91,0.02,22.05,0.49,0.23,0.04,0.05,0.00,24.23,6.09,,,,,,,,,,,,,,,,,,,,,,,,
28.0014,NA-18-08_P06(a),0.88,0.02,21.54,0.25,0.41,0.02,0.08,0.01,24.48,5.94,,,,,,,,,,,,,,,,,,,,,,,,
28.0015,NA-18-08_P06(b),0.68,0.01,22.96,0.44,0.39,0.03,0.09,0.01,33.76,6.08,,,,,,,,,,,,,,,,,,,,,,,,
28.0016,NA-18-08_P06(c),0.72,0.02,20.71,0.54,0.30,0.02,0.07,0.00,28.76,5.59,,,,,,,,,,,,,,,,,,,,,,,,
28.0017,NA-18-08_P10(a),0.79,0.01,22.59,0.31,0.24,0.03,0.08,0.01,28.59,6.10,,,,,,,,,,,,,,,,,,,,,,,,
28.0018,NA-18-08_P10(a),0.22,0.01,23.46,0.26,0.26,0.05,0.09,0.02,106.64,5.73,,,,,,,,,,,,,,,,,,,,,,,,
28.0019,NA-18-08_P10,0.97,0.02,20.47,0.29,0.32,0.04,0.09,0.01,21.10,5.78,,,,,,,,,,,,,,,,,,,,,,,,
28.002,NA-18-08_P10,0.92,0.02,21.44,0.35,0.33,0.03,0.08,0.01,23.30,5.96,,,,,,,,,,,,,,,,,,,,,,,,
28.0021,NA-18-08_P10,4.53,0.07,73.38,1.10,1.07,0.10,0.20,0.01,16.20,21.77,,,,,,,,,,,,,,,,,,,,,,,,
28.0022,NA-18-08_P10,5.02,0.09,78.71,1.14,0.83,0.07,0.20,0.02,15.68,23.52,,,,,,,,,,,,,,,,,,,,,,,,
28.0023,NA-18-08_P10,4.22,0.07,74.66,1.17,0.81,0.07,0.16,0.01,17.69,21.77,,,,,,,,,,,,,,,,,,,,,,,,
28.0024,NA-18-08_P11(a),0.73,0.01,22.16,0.32,0.08,0.04,0.10,0.01,30.36,5.94,,,,,,,,,,,,,,,,,,,,,,,,
28.0025,NA-18-08_P11(b),0.78,0.01,22.49,0.30,0.15,0.03,0.08,0.01,28.83,6.07,,,,,,,,,,,,,,,,,,,,,,,,
28.0026,NA-18-08_P11,0.90,0.02,19.48,0.32,0.26,0.05,0.07,0.01,21.64,5.48,,,,,,,,,,,,,,,,,,,,,,,,
28.0027,NA-18-08_P12(a),0.82,0.01,19.28,0.23,0.16,0.03,0.06,0.01,23.51,5.35,,,,,,,,,,,,,,,,,,,,,,,,
28.0028,NA-18-08_P12(b),2.04,0.04,26.53,0.48,0.33,0.02,0.09,0.01,13.00,8.27,,,,,,,,,,,,,,,,,,,,,,,,
28.0029,NA-18-08_P12,1.75,0.04,24.26,0.43,0.35,0.04,0.07,0.00,13.86,7.45,,,,,,,,,,,,,,,,,,,,,,,,
28.003,NA-18-08_P13,0.87,0.04,17.39,0.71,0.17,0.03,0.05,0.00,19.99,4.96,,,,,,,,,,,,,,,,,,,,,,,,
28.0031,NA-18-08_P13,0.42,0.02,13.66,0.53,0.16,0.05,0.07,0.00,32.52,3.63,,,,,,,,,,,,,,,,,,,,,,,,
28.0032,NA-18-08_P13,0.67,0.03,12.29,0.52,0.13,0.02,0.04,0.00,18.34,3.56,,,,,,,,,,,,,,,,,,,,,,,,
28.0033,NA-18-08_P14,0.73,0.03,14.34,0.53,0.14,0.05,0.04,0.00,19.64,4.10,,,,,,,,,,,,,,,,,,,,,,,,
28.0034,NA-18-08_P14,0.73,0.02,13.18,0.35,0.11,0.02,0.04,0.00,18.05,3.83,,,,,,,,,,,,,,,,,,,,,,,,
28.0035,NA-18-08_P14,0.52,0.03,13.07,0.61,0.11,0.03,0.08,0.00,25.13,3.59,,,,,,,,,,,,,,,,,,,,,,,,
28.0036,NA-18-08_P19,3.05,0.10,17.63,0.49,0.40,0.16,0.10,0.00,5.78,7.19,,,,,,,,,,,,,,,,,,,,,,,,
28.0037,NA-18-08_P19,0.63,0.03,14.01,0.54,0.16,0.06,0.05,0.00,22.24,3.92,,,,,,,,,,,,,,,,,,,,,,,,
28.0038,NA-18-08_P19,0.62,0.04,13.49,0.85,0.19,0.05,0.06,0.00,21.76,3.79,,,,,,,,,,,,,,,,,,,,,,,,
28.0039,NA-18-08_P20,0.60,0.03,12.65,0.47,0.12,0.06,0.04,0.00,21.08,3.57,,,,,,,,,,,,,,,,,,,,,,,,
28.004,NA-18-08_P20,1.13,0.06,13.10,0.63,0.16,0.02,0.04,0.00,11.59,4.21,,,,,,,,,,,,,,,,,,,,,,,,
28.0041,NA-18-08_P20,0.58,0.03,13.03,0.35,0.14,0.04,0.04,0.00,22.47,3.64,,,,,,,,,,,,,,,,,,,,,,,,
28.0042,NA-18-07,0.78,0.02,22.20,0.32,2.81,0.15,0.81,0.03,28.46,6.00,,,,,,,,,,,,,,,,,,,,,,,,
28.0043,NA-18-07,0.92,0.01,34.32,0.50,3.08,0.17,0.27,0.01,37.30,8.99,,,,,,,,,,,,,,,,,,,,,,,,
28.0044,NA-18-07,0.86,0.01,42.79,0.63,2.96,0.15,0.21,0.01,49.76,10.92,,,,,,,,,,,,,,,,,,,,,,,,
28.0045,NA-18-07,0.71,0.02,22.41,0.34,1.97,0.13,0.77,0.02,31.56,5.98,,,,,,,,,,,,,,,,,,,,,,,,
28.0046,NA-18-07,0.95,0.02,25.86,0.40,2.33,0.14,0.15,0.01,27.22,7.03,,,,,,,,,,,,,,,,,,,,,,,,
28.0047,CJ-18-03_cavity(a),14.01,0.25,56.62,0.96,1.71,0.05,0.10,0.07,4.04,27.32,,,,,,,,,,,,,,,,,,,,,,,,
28.0048,CJ-18-03_cavity(b),15.27,0.24,64.54,1.03,1.75,0.04,0.10,0.06,4.23,30.44,,,,,,,,,,,,,,,,,,,,,,,,
28.0049,CJ-18-05a,4.91,0.08,142.45,2.12,0.80,0.06,0.11,0.01,29.01,38.39,,,,,,,,,,,,,,,,,,,,,,,,
28.005,CJ-18-05a,2.80,0.04,113.09,1.67,1.82,0.11,0.59,0.02,40.39,29.38,,,,,,,,,,,,,,,,,,,,,,,,
28.0051,CJ-18-05a,2.61,0.04,88.86,1.33,1.03,0.06,0.15,0.01,34.05,23.49,,,,,,,,,,,,,,,,,,,,,,,,
28.0052,SLC-18-01,2.66,0.05,10.89,0.17,9.16,0.46,0.07,0.01,4.09,5.22,,,,,,,,,,,,,,,,,,,,,,,,
28.0053,SLC-18-01,2.88,0.05,9.20,0.16,2.92,0.18,0.18,0.02,3.19,5.04,,,,,,,,,,,,,,,,,,,,,,,,
28.0054,SLC-18-01,4.31,0.06,14.07,0.19,5.39,0.32,0.11,0.01,3.26,7.62,,,,,,,,,,,,,,,,,,,,,,,,
28.0055,SLC-18-01,4.05,0.06,6.17,0.09,13.97,0.68,0.03,0.00,1.52,5.50,,,,,,,,,,,,,,,,,,,,,,,,
28.0056,SLC-18-01,4.07,0.07,4.66,0.08,15.56,0.83,0.05,0.01,1.14,5.17,,,,,,,,,,,,,,,,,,,,,,,,
28.0057,SLC-18-01,1.33,0.02,4.98,0.07,16.37,0.88,0.03,0.00,3.74,2.50,,,,,,,,,,,,,,,,,,,,,,,,
28.0058,SLC-18-06a(a),2.03,0.06,8.82,0.27,1.00,0.05,0.06,0.02,4.34,4.10,,,,,,,,,,,,,,,,,,,,,,,,
28.0059,SLC-18-06a(b),2.00,0.04,8.42,0.17,0.97,0.06,0.02,0.03,4.21,3.98,,,,,,,,,,,,,,,,,,,,,,,,
28.006,SLC-18-06a(c),1.71,0.03,3.84,0.06,0.90,0.04,0.08,0.08,2.25,2.61,,,,,,,,,,,,,,,,,,,,,,,,
28.0061,SLC-18-06a,1.22,0.02,5.71,0.09,0.92,0.09,0.01,0.00,4.68,2.56,,,,,,,,,,,,,,,,,,,,,,,,
28.0062,SLC-18-06a,1.60,0.03,4.75,0.08,0.68,0.05,0.02,0.00,2.97,2.72,,,,,,,,,,,,,,,,,,,,,,,,
28.0063,SLC-18-06a,1.14,0.05,2.41,0.11,0.39,0.03,0.01,0.00,2.11,1.71,,,,,,,,,,,,,,,,,,,,,,,,
28.0064,SLC-18-06a,1.24,0.02,2.68,0.04,0.49,0.04,0.03,0.00,2.16,1.87,,,,,,,,,,,,,,,,,,,,,,,,
28.0065,SLC-18-06a,1.18,0.02,2.52,0.05,0.43,0.04,0.03,0.00,2.14,1.77,,,,,,,,,,,,,,,,,,,,,,,,
28.0066,SLC-18-06b(b),1.24,0.02,6.06,0.07,1.19,0.04,0.05,0.07,4.89,2.66,,,,,,,,,,,,,,,,,,,,,,,,
28.0067,SLC-18-06b(c),1.23,0.02,5.83,0.08,0.94,0.03,0.04,0.05,4.74,2.60,,,,,,,,,,,,,,,,,,,,,,,,
28.0068,SLC-18-07(a),1.22,0.03,3.83,0.09,0.68,0.04,0.07,0.05,3.14,2.12,,,,,,,,,,,,,,,,,,,,,,,,
28.0069,SLC-18-07(b),1.03,0.02,4.01,0.06,0.90,0.03,0.07,0.08,3.89,1.97,,,,,,,,,,,,,,,,,,,,,,,,
28.007,SLC-18-07(c),0.86,0.02,4.15,0.10,0.59,0.03,0.02,0.02,4.83,1.84,,,,,,,,,,,,,,,,,,,,,,,,
28.0071,SLC-18-07,0.73,0.01,4.13,0.07,0.96,0.05,0.08,0.01,5.66,1.70,,,,,,,,,,,,,,,,,,,,,,,,
28.0072,SLC-18-07,1.22,0.02,4.59,0.07,0.88,0.06,0.05,0.00,3.76,2.30,,,,,,,,,,,,,,,,,,,,,,,,
28.0073,SLC-18-07,0.85,0.01,4.58,0.07,1.20,0.08,0.04,0.01,5.39,1.93,,,,,,,,,,,,,,,,,,,,,,,,
28.0074,SLC-18-07,0.75,0.01,4.35,0.07,0.66,0.04,0.05,0.01,5.80,1.77,,,,,,,,,,,,,,,,,,,,,,,,
28.0075,SLC-18-07,1.31,0.02,10.59,0.15,1.30,0.07,0.07,0.00,8.08,3.80,,,,,,,,,,,,,,,,,,,,,,,,
